link,result
/article/5407/galley/13107/download/,"Ethics and consentAnnotators on Mechanical Turk participated in the study after agreeing to a consent form written in consultation with the Georgia Tech Institutional Review Board. Annotators all used United States I.P. addresses and were paid $3.00 for what amounted to between seven and fifteen minutes of work. Because the annotators were anonymous and provided no personal data, this study received an official exemption from the Georgia Tech Institutional Review Board."
/article/5408/galley/13108/download/,"AbbreviationsACC = accusative, NOM = nominative."
/article/5406/galley/13109/download/,"Funding informationThis research was supported by a grant from the Polish National Science Centre (Narodowe Centrum Nauki), project number UMO-2014/15/B/HS2/00452."
/article/5405/galley/13110/download/,"AbbreviationsADJ = adjective, DIM = diminutive, GEN = genitive, INS = instrumental, LOC = locative, MASC = masculine, NOM = nominative, PL = plural, SG = singular"
/article/5404/galley/13111/download/,"AbbreviationsDiP = discourse particle, QDiP = question-sensitive discourse particle, NPI = negative polarity item, ACC = accusative, ANIM = animate"
/article/5403/galley/13112/download/,"Abbreviations1 = first person, 2 = second person, 3 = third person, ABL = ablative, ALL = allative, APPL = applicative, CAUS = causative, COP = copula, DAT = dative, ERG = ergative, GEN = genitive, IMPF = imperfect, NACT = non-active, NEG = negation, NMZL = nominalizer, NOM = nominative, OBJ = object, PASS = passive, PL = plural, POSS = possessive, PV = preverb, PRS = present, PTCP = participle, PST = past, REFL = reflexive, SBJ = subject, TS = thematic suffix, VAL = valency."
/article/5402/galley/13113/download/,"AbbreviationsIPA = International Phonetic Alphabet, OHG = Old High German, OT = Optimality Theory, V = Vowel, WALS = The World Atlas of Language Structures."
/article/5401/galley/13114/download/,"AbbreviationsAIC = Akaike Information Criterion, ADV = adverb, DM = Distributed Morphology DIM = diminutive, F = feminine, M = masculine, PL = plural, SG = singular, SUP = superlative"
/article/5400/galley/13115/download/,"AbbreviationsM = masculine, F = feminine, PL = plural, SG = singular"
/article/5399/galley/13116/download/,"Abbreviations1 = first person, 2 = second person, 3 = third person, BP = broken plural, F = feminine, IMP = imperative, M = masculine, MASS = mass, PL = (sound) plural, POSS = possessive, PST = past, SG = singular."
/article/5398/galley/13117/download/,AbbreviationsMacZ         San Pablo Macuiltianguis Zapotec
/article/5397/galley/13118/download/,"Competing InterestsThe authors declare that there have been no involvements that might raise the
                question of bias in the work reported or in the conclusions, implications, or
                opinions stated."
/article/5396/galley/13119/download/,AbbreviationsART = article; COP = copula; PL = plural; SG = singular.
/article/5395/galley/13120/download/,ABBREVIATIONSABLablativeALLallativeCNDconditionalELAelativeFOCfocusGENgenitiveILLillativeIMPLimpersonalINFinfinitiveNOMnominativePARTemphatic particlePLpluralPRSpresentPSTpast3PLthird person plural1/2/3SGfirst/second/third person singularV1/2/3/#/xverb-first/second/third/final/other-position
/article/5394/galley/13121/download/,"ABBREVIATIONSF0 = Fundamental frequency, Hz = Hertz, IVD = Intrinsic vowel duration, JND = Just noticeable difference, L1 = First language, L2 = Second language, N = Nasal, V = Vowel, VOT = Voice Onset Time"
/article/5393/galley/13122/download/,COMPETING INTERESTSThe author has no competing interests to declare.
/article/5392/galley/13123/download/,ABBREVIATIONSFUT = future; IPFV = imperfective; LB = left boundary; PFV = perfective; PRF = perfect; PRS = present; PST = past; RB = right boundary; SOT = sequence of tense; UT = utterance time
/article/5391/galley/13124/download/,"ABBREVIATIONS1/2/3 = first/second/third person, ACC = accusative, DAT = dative, INS = instrumental, F = feminine, GEN = genitive, M = masculine, N = neuter, NOM = nominative, PL = plural, POSS = possessive, PST = past, SG = singular."
/article/5390/galley/13125/download/,"ABBREVIATIONSA = set A agreement (ergative/genitive), ACC= accusative, ACT = active, ADV = adverbial, APPL = applicative, AF = agent focus, AP = antipassive, ASP = aspect, B = set B agreement (absolutive), CAUS = causative, CLF = classifier, COM = completive aspect, COMP = complementizer, DEM = demonstrative, DET = determiner, DIR = directional, EMPH = emphatic marker, ERG = ergative, EXS = existential, EXT = extraction, FOC = focus, FP = fronting particle, FUT = future, FV = final vowel, GEN = genitive, INC = incompletive, INST = instrumental, LER = left-edge resumptive, M = masculine, MEAS = measurement, MOV = movement marker, NOM = nominative, P = plural, PASS = passive, PREP = preposition, PRF = perfective, PST = past, REF = reflexive, RN = relational noun, S = singular, SBJ = subject, SS = status sufix, SA = subject agreement, TR = transitive, VN = verbal noun. In the Chichewa and Kuria examples, number indicates noun class."
/article/5389/galley/13126/download/,COMPETING INTERESTSThe author has no competing interests to declare.
/article/5388/galley/13127/download/,"ABBREVIATIONSACC = accusative, COMP = complementizer, DECL = declarative, NEG = negation, NOM = nominative, PST = past tense, TOP = topic marker"
/article/5387/galley/13128/download/,"ABBREVIATIONSThe following abbreviations are used in this article: phi-features such as number and person; φ = unvalued phi-features; 1/2/3 = first, second and third person; ADV = adverbial suffix/head (used here in connection with Finnish adverbial suffixes); A/INF = Finnish A-infinitival (roughly a desirative to-infinitival); ACC = accusative case; EPP = extended projection principle, i.e. the requirement that a lexical item occurs together with a specifier; GEN = genitive case; MA/INF = Finnish MA-infinitival; NOM = nominative case; PAR = partitive case; PL = plural; SG = singular; VA/INF = Finnish VA-infinitival (a propositional infinitival complement)."
/article/5386/galley/13129/download/,FUNDING INFORMATIONJakub Dotlačil was supported by a Rubicon grant and VENI grant from the Netherlands Organization for Scientific Research. Adrian Brasoveanu was supported by an SRG grant from the UC Santa Cruz Committee on Research.
/article/5385/galley/13130/download/,FUNDING INFORMATIONThis research was supported by ISF grant 1655/16 to Yael Greenberg.
/article/5384/galley/13131/download/,"ABBREVIATIONSThe following abbreviations and glosses are used in this article: ACC = accusative, ADJ = adjective, ADV = adverb, AdvP = adverb phrase, AGR = agreement, DAT = dative, DeicP = deictic phrase, DemP = demonstrative phrase, DEM = demonstrative, DemP = demonstrative phrase, DET = determiner, DP = determiner phrase, DIM = diminutive, F = feminine, GEN = genitive, IndP = index phrase, M = masculine, N = neuter, N = noun, NP = noun phrase, PTCL = particle, PP = prepositional phrase, REINF = reinforcer, ReinfP = reinforcer phrase, SG = singular."
/article/5383/galley/13132/download/,"ABBREVIATIONS1 = 1st person, 2 = 2nd person, 3 = 3rd person, ACC = accusative, INF = infinitive, PL = plural, POSS = possessive, PST = past, REFL = reflexive, SG = singular, VM = verb modifier."
/article/5382/galley/13133/download/,"ABBREVIATIONS2 = second person, 3 = third person, &P = coordinate phrase, ASL = American Sign Language, ASP = aspect, ATB = across-the-board, CP = complementizer phrase, DegP = degree phrase, DP = determiner phrase, F = feminine, hn = head nod, IP = inflexional phrase, LIS = Italian Sign Language, LSF = French Sign Language, NEG = negation, NMM = non-manual markers, NPIs = negative polarity items, PL = plural, POSS = possessive, PST.PTCP = past participle, PRS = present, P = patient, re = raised eyebrows, REL = relative, SBJV = subjunctive, SG = singular, [sub] = subordinate clause, SVO = subject-verb-object, VP = verb phrase."
/article/5381/galley/13134/download/,"Abbreviations1 = first person, 2 = second person, 3 = third person, ABS = absolutive, ACC = accusative, AOR = aorist, AUX = auxiliary, CL = clitic, COP = copula, DAT = dative, DECL = declarative, ERG = ergative, F = feminine, GEN = genitive, IMP = imperative, IPFV = imperfective, M = masculine, NEG = negation, PL = plural, POSS = possessive, PRF = perfect, PRS = present, PRT = particle, Q = question particle, SBJV = subjunctive, SG = singular"
/article/5380/galley/13135/download/,"AbbreviationsDAT = dative, FUT = future, NEG = negation, PL = plural, PROG = progressive, SG = singular, SUBJ = subjunctive, VOC = vocative"
/article/5379/galley/13136/download/,"AbbreviationsACC = accusative, DAT = dative, DIM = diminuative, FEM = feminine, GEN = genitive, MASC = masculine, NEUT = neuter, NOM = nominative, PERS = person, PL = plural, POSS = possessive, PRT = particle, ST = strong ending, WK = weak ending"
/article/5378/galley/13137/download/,"AbbreviationsDAT = dative, FEM = feminine, GEN = genitive, HCPC = hierarchical clustering on principal components, LSS(G) = Linguistic Survey of Scotland (Gaelic), M = masculine, MCA = multiple correspondence analysis, NOM = nominative, NORM = non-mobile older rural males, PL = plural, SD = standard deviation, SG = singular, SGDS = Survey of the Gaelic Dialects of Scotland, VOC = vocative"
/article/5377/galley/13138/download/,"AbbreviationsF = feminine, GEN = genitive, M = masculine, N = neuter, PL = plural"
/article/5376/galley/13139/download/,"AbbreviationsACC = accusative, ACH = Agent Control Hypothesis, ADVR =
                adverbializer, ATTR = attributor, CL = clitic, CNJ =
                conjunction, DAT = dative, DECL = declarative, DP =
                determiner phrase, EO = experiencer object, GEN = genitive, GER =
                gerund, INCH = inchoative, INF = infinitive, LOC =
                locative, NEG = negation, NMLZ = nominalizer, NOM =
                nominative, O = object, PFV = perfective, PL = plural,
                    PRS = present, PST = past tense, REFL = reflexive, S
                = subject, SG = singular, TOP = topic, V = verb, VP = verb
                phrase"
/article/5375/galley/13140/download/,"AbbreviationsACC = accusative, CL = clitic, DAT = dative, DOM = differential object marking, FEM = feminine, INF = infinitive, MASC = masculine, NOM = nominative, PL = plural, SG = singular"
/article/5373/galley/13141/download/,"Abbreviations1 = first person, 2 = second person, 3 = third person, ALT = alternative, AP = antipassive, CAUS = causative, COMPL = completive, COP = copula, CORR = correction, DEM = demonstrative, DIR = directional, ERG = ergative, FOC = focus, G = glide, INS = instrumental, LOC = locative, LV = lengthened vowel, MID = middle, NEG = negation, OPP = opposition, OPT = optative, P = person, PRF = perfect, PL = plural, POSS = possessive, PROX = proximal, Q-ALT = alternative question, Q-WH = WH-question, REF = referential, REP = reported, RESP = respect marker, SG = singular, SEL = selective marker, SEL-ALT = selection in answer to ALT-question, SEL-EXPL = explicit selection, SEL-IMPL = implicit selection, SEL-WH = selection in answer to WH-question, SIM = similarity, SRC = source, STAT = stative"
/article/5372/galley/13142/download/,"Abbreviations1/2/3 = first/second/third person, ACC = accusative case, COMP = complementizer, CONV = converb suffix, COP = copula, DAT = dative case, E = phonological support for stranded tense/aspect, EMPH = a particle that marks contrastive topics, EVID = evidential, FUT = future, GEN = genitive case, HAB = habitual, LOC = locative case, NEG = negation, NMLZ = nominalizer, NOM = nominative case, PL = plural, POSS = possessive, PRS = present, PRF = perfect, PROG = progressive, PST = past, PTCP = participle, Q = polar question, SG = singular, VN = verbal noun."
